NO,GOVNO,정류장아이디,반대편정류장아이디,목적지방향성사용여부,정류장명(국문),정류장명(영문),경도(X),위도(Y),방향(Degree),주소(국문),주소(영문),구분,사용여부,등록일자,
5073,6,미원낭성75,미원낭성79,Y,화창리(아래숫골)[화창리(숫골)방면],Hwachang-ri (lower hull bone) (to Hwachang-ri),127.6132,36.66218,290,충청북도 청주시 상당구 미원면 화창리 33,"33, Hwachang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5074,6,미원낭성76,미원낭성78,Y,화창리(숫골)[화창방면],Hwachang-ri (sharp bone) (to Hwachang),127.6091,36.66432,305,충청북도 청주시 상당구 미원면 화창리 85,"85, Hwachang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5075,6,미원낭성77,,N,화창,Hwachang,127.605784,36.665507,70,충북 청주시 상당구 미원면 화창리 480,"480 Hwachang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5076,6,미원낭성78,미원낭성76,Y,화창리(숫골)[화창리(아래숫골)방면],Hwachang-ri (hull bone) (to Hwachang-ri),127.609073,36.664276,130,충청북도 청주시 상당구 미원면 화창리 82-1,"82-1 Hwachang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5077,6,미원낭성79,미원낭성75,Y,화창리(아래숫골)[화창리(숫골)방면],Hwachang-ri (lower hull bone) (to Hwachang-ri),127.613057,36.662151,110,충청북도 청주시 상당구 미원면 화창리 82-1,"82-1 Hwachang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5078,6,미원낭성80,미원낭성74,Y,화창리[기암2구방면],Hwachang-ri (to Giam 2-gu),127.615275,36.660714,100,충청북도 청주시 상당구 미원면 화창리 488,"488 Hwachang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5079,6,미원낭성81,미원낭성82,Y,화창리효부각[화창리(숫골)방면],Hwachang-ri Hyobugak (to Hwachang-ri),127.609652,36.663968,300,충청북도 청주시 상당구 미원면 화창리 산11,"San 11, Hwachang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5080,6,미원낭성82,미원낭성81,Y,화창리효부각[화창리(아래숫골)방면],Hwachang-ri Hyobugak (to Hwachang-ri),127.609582,36.663914,115,충청북도 청주시 상당구 미원면 화창리 486,"486 Hwachang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5081,6,미원낭성83,미원낭성85,Y,미원5리[새마을금고방면],Miwon 5-ri (to Saemaul Geumgo),127.651151,36.631996,45,충청북도 청주시 상당구 미원면 미원리 603-12,"603-12 Miwon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5082,6,미원낭성84,,Y,자전거공원[미원5리방면],Bicycle Park (to Miwon 5-ri),127.6534,36.63268,280,충청북도 청주시 상당구 미원면 미원리 519-7,"519-7 Miwon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5083,6,미원낭성85,미원낭성83,Y,미원5리,Miwon 5-ri,127.651079,36.632084,225,충청북도 청주시 상당구 미원면 미원리 707,"707, Miwon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5084,6,미원낭성86,,Y,새마을금고,Saemaul Geumgo,127.653778,36.632282,150,충청북도 청주시 상당구 미원면 미원리 504-8,"504-8 Miwon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5085,6,미원낭성87,미원낭성89,Y,미원3리[미동산수목원방면],Miwon 3-ri (to Midongsan Arboretum),127.6591,36.62464,35,충청북도 청주시 상당구 미원면 미원리 46,"46, Miwon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5086,6,미원낭성88,,Y,미동산수목원,Midongsan Arboretum,127.6634,36.62583,55,충청북도 청주시 상당구 미원면 미원리 26,"26 Miwon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5087,6,미원낭성89,미원낭성87,Y,미원3리[자전거공원방면],Miwon 3-ri (to Bicycle Park),127.6589,36.62462,220,충청북도 청주시 상당구 미원면 미원리 42-2,"42-2 Miwon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5088,6,미원낭성90,미원낭성93,Y,미원우체국[미원방면],Miwon Post Office (to Miwon),127.654059,36.632997,30,충청북도 청주시 상당구 미원면 미원리 502-1,"502-1 Miwon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5089,6,미원낭성91,미원낭성99,Y,미원면버스종점,Miwon-myeon Bus Terminus,127.6579,36.63755,0,충청북도 청주시 상당구 미원면 미원리 572-1,"572-1 Miwon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5090,6,미원낭성92,,Y,미원면행정복지센터[자전거공원방면],Miwon-myeon Administrative Welfare Center,127.657755,36.636182,160,충청북도 청주시 상당구 미원면 미원리 305-30,"305-30 Miwon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5091,6,미원낭성93,미원낭성90,Y,미원우체국[자전거공원방면],Miwon Post Office (to Bike Park),127.653937,36.633092,210,충청북도 청주시 상당구 미원면 미원리 684,"684, Miwon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5092,6,미원낭성94,미원낭성97,Y,미동산수목원[성대1구방면],Midongsan Arboretum (to Seongdae 1-gu),127.658645,36.623871,140,충청북도 청주시 상당구 미원면 미원리 77-3,"77-3 Miwon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5093,6,미원낭성95,미원낭성96,Y,성대리[성대2리방면],Seongdae 1-gu (to Midongsan Arboretum),127.661115,36.620927,140,충청북도 청주시 상당구 미원면 미원리 480-1,"480-1 Miwon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5094,6,미원낭성96,미원낭성95,Y,성대리[미동산수목원방면],Seongdae-ri (to Midongsan Arboretum),127.661102,36.621349,320,충청북도 청주시 상당구 미원면 미원리 산21-2,"San 21-2, Miwon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5095,6,미원낭성97,미원낭성94,Y,미동산수목원[미원3리방면],Midongsan Arboretum (to Miwon 3-ri),127.6588,36.62411,320,충청북도 청주시 상당구 미원면 미원리 466-7,"466-7 Miwon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5096,6,미원낭성98,,Y,동청주농촌교육문화센터[미원방면],Dongcheongju Rural Education and Culture,127.6547,36.6337,35,충청북도 청주시 상당구 미원면 미원리 428-15,"428-15 Miwon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5097,6,미원낭성99,미원낭성91,Y,미원면버스종점[미원면사부소방면],Miwon-myeon Bus Terminus (to Miwon-myeon),127.657623,36.637257,180,충청북도 청주시 상당구 미원면 미원리 558-19,"558-19 Miwon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5098,6,미원낭성100,,Y,미원종점(미원면행정복지센터)[미원면버스종점방면],Miwon Terminal,127.658116,36.635927,330,충청북도 청주시 상당구 미원면 미원리 305-35,"305-35 Miwon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5099,6,미원낭성101,미원낭성104,N,기암2구[기암방면],Giam 2-gu(to Giam),127.691609,36.688472,140,충청북도 청주시 상당구 미원면 기암리 258-3,"258-3 Giam-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5100,6,미원낭성102,미원낭성103,Y,기암[구방리(황골)방면],Giams (to Gubang-ri (Hwanggool)),127.697902,36.685403,150,충청북도 청주시 상당구 미원면 기암리 298-2,"298-2 Giam-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5101,6,미원낭성103,미원낭성102,Y,기암[기암2구방면],Giam (to Giam 2-gu),127.698042,36.685355,330,충청북도 청주시 상당구 미원면 기암리 298-2,"298-2 Giam-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5102,6,미원낭성104,미원낭성101,N,기암2구[운교1리방면],Giam 2-gu(to Ungyo 1-ri),127.691318,36.68888,300,충청북도 청주시 상당구 미원면 기암리 302,"302 Giam-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5103,6,미원낭성105,미원낭성106,Y,운교1리[대덕숲방면],Ungyo 1-ri (to Daedeok Forest),127.685309,36.692603,320,충청북도 청주시 상당구 미원면 운교리 220-7,"220-7 Ungyo-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5104,6,미원낭성106,미원낭성105,Y,운교1리[기암2구방면],Ungyo 1-ri (to Giam 2-gu),127.684949,36.692845,140,충청북도 청주시 상당구 미원면 운교리 319,"319, Ungyo-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5105,6,미원낭성107,미원낭성124,Y,구방리(황골)[구방리방면],Gubangri (Hwanggool)(to Gubangri),127.7032,36.67883,110,충청북도 청주시 상당구 미원면 구방리 175-3,"175-3 Gubang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5106,6,미원낭성108,미원낭성123,Y,구방리[구방리마을회관방면],Gubang-ri (to Gubang-ri Village Hall),127.7073,36.67873,160,충청북도 청주시 상당구 미원면 구방리 403,"403, Gubang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5107,6,미원낭성109,미원낭성122,Y,구방리마을회관[구방삼거리방면],Gubang-ri Village Hall,127.7079,36.67747,160,충청북도 청주시 상당구 미원면 구방리 408,"408, Gubang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5108,6,미원낭성110,미원낭성121,Y,구방삼거리[구방리(점촌)방면],Gubang three-way intersection (to Gubang-ri),127.709486,36.67536,140,충청북도 청주시 상당구 미원면 구방리 122-4,"122-4 Gubang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5109,6,미원낭성111,미원낭성120,Y,구방리(점촌)[구방리방면],Gubang-ri (Jeomchon)(to Gubang-ri),127.703622,36.672235,250,충청북도 청주시 상당구 미원면 구방리 245-7,"245-7 Gubang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5110,6,미원낭성112,미원낭성119,Y,구방리[농산물집하장방면],Gubang-ri,127.69851,36.669946,230,충청북도 청주시 상당구 미원면 구방리 250-83,"250-83 Gubang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5111,6,미원낭성113,미원낭성118,Y,농산물집하장[열티방면],Agricultural products collection place,127.695264,36.666882,210,충청북도 청주시 상당구 미원면 구방리 251-3,"251-3 Gubang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5112,6,미원낭성114,미원낭성117,Y,열티[선녀탕방면],Yeolti(to Seonnyeotang),127.692431,36.664718,255,충청북도 청주시 상당구 미원면 구방리 259-5,"259-5 Gubang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5113,6,미원낭성115,미원낭성116,Y,선녀탕[중리방면],Seonnyeotang(to Yeolti),127.689033,36.662225,200,충청북도 청주시 상당구 미원면 구방리 262-18,"262-18 Gubang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5114,6,미원낭성116,미원낭성115,Y,선녀탕[열티방면],Seonnyeotang (to Jungli),127.689235,36.66211,25,충청북도 청주시 상당구 미원면 구방리 258-60,"258-60 Gubang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5115,6,미원낭성117,미원낭성114,Y,열티[농산물집하장방면],Yeolti,127.69256,36.6646,75,충청북도 청주시 상당구 미원면 구방리 262-18,"262-18 Gubang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5116,6,미원낭성118,미원낭성113,Y,농산물집하장[구방리방면],Agricultural products storage (to Gubang-ri),127.69551,36.666948,45,충청북도 청주시 상당구 미원면 구방리 425,"425 Gubang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5117,6,미원낭성119,미원낭성112,Y,구방리[구방리(점촌)방면],Gubang-ri (to Gubang-ri (Jeomchon)),127.698561,36.669788,50,충청북도 청주시 상당구 미원면 구방리 250-6,"250-6 Gubang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5118,6,미원낭성120,미원낭성111,Y,구방리(점촌)[구방삼거리방면],Gubang-ri (Jeomchon),127.703747,36.672151,65,충청북도 청주시 상당구 미원면 구방리 245-3,"245-3 Gubang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5119,6,미원낭성121,미원낭성110,Y,구방삼거리[구방리마을회관방면],Gubang three-way intersection,127.708984,36.676134,320,충청북도 청주시 상당구 미원면 구방리 122-3,"122-3 Gubang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5120,6,미원낭성122,미원낭성109,Y,구방리마을회관[구방리방면],Gubang-ri Village Hall (to Gubang-ri),127.708,36.67748,335,충청북도 청주시 상당구 미원면 구방리 123-11,"123-11 Gubang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5121,6,미원낭성123,미원낭성108,Y,구방리[구방리(황골)방면],Gubang-ri (to Gubang-ri (yellow bone)),127.7074,36.6788,335,충청북도 청주시 상당구 미원면 구방리 65-2,"65-2, Gubang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5122,6,미원낭성124,미원낭성107,Y,구방리(황골)[기암방면],Gubang-ri (Hwanggol) (to Giam),127.7033,36.67892,305,충청북도 청주시 상당구 미원면 구방리 175-3,"175-3 Gubang-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5123,6,미원낭성125,미원낭성126,Y,중리[쌍이리방면],Jungli (to Ssangyi),127.685504,36.658257,225,충청북도 청주시 상당구 미원면 중리 27-1,"27-1 Jung-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5124,6,미원낭성126,미원낭성125,Y,중리[선녀탕방면],Jungri (to Seonnyeotang),127.6852,36.65785,40,충청북도 청주시 상당구 미원면 중리 27-2,"27-2 Jung-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5125,6,미원낭성127,미원낭성129,Y,관음사[쌍이리방면],Gwaneumsa (to Ssangiri),127.673474,36.64765,45,충청북도 청주시 상당구 미원면 쌍이리 266-4,"266-4 Ssangi-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5126,6,미원낭성128,미원낭성130,Y,쌍이리[관음사방면],Ssangiri (to Gwaneumsa Temple),127.677378,36.650646,235,충청북도 청주시 상당구 미원면 쌍이리 404-3,"404-3 Ssangi-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5127,6,미원낭성129,미원낭성127,Y,관음사[미원면사무소방면],Gwaneumsa (to Miwon-myeon Office),127.673092,36.647521,225,충청북도 청주시 상당구 미원면 쌍이리 376,"376 Ssangi-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5128,6,미원낭성130,미원낭성128,Y,쌍이리[중리방면],Ssangiri (to Jungli),127.677492,36.65051,55,충청북도 청주시 상당구 미원면 쌍이리 170-2,"170-2 Ssangi-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5129,6,미원낭성131,미원낭성135,Y,대덕숲[대덕리마을회관방면],Daedeok Forest (to Daedeok-ri Village Hall),127.679632,36.699924,345,충청북도 청주시 상당구 미원면 대덕리 310-1,"310-1 Daedeok-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5130,6,미원낭성132,미원낭성134,Y,대덕리마을회관[대덕리종점방면],Daedeok-ri Village Hall,127.676,36.70113,295,충청북도 청주시 상당구 미원면 대덕리 150-4,"150-4 Daedeok-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5131,6,미원낭성133,,Y,대덕리종점,Daedeok-ri Terminal,127.673311,36.70121,245,충청북도 청주시 상당구 미원면 대덕리 246-3,"246-3 Daedeok-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5132,6,미원낭성134,미원낭성132,Y,대덕리마을회관[대덕숲방면],Daedeok-ri Village Hall (to Daedeok Forest),127.676,36.70105,295,충청북도 청주시 상당구 미원면 대덕리 150-1,"150-1 Daedeok-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5133,6,미원낭성135,미원낭성131,Y,대덕숲[운교1리방면],Daedeok Forest (to Ungyo 1-ri),127.6795,36.6999,160,충청북도 청주시 상당구 미원면 대덕리 345,"345 Daedeok-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5134,6,미원낭성136,미원낭성137,N,대덕리[큰덕골종점방면],Daedeok-ri (to Keundeokgol Terminus),127.6796,36.70128,0,충청북도 청주시 상당구 미원면 대덕리 357,"357 Daedeok-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5135,6,미원낭성137,미원낭성136,N,대덕리[대덕숲방면],Daedeok-ri (to Daedeok Forest),127.679568,36.70146,0,충청북도 청주시 상당구 미원면 대덕리 316-1,"316-1 Daedeok-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5136,6,미원낭성138,미원낭성139,Y,운교1리운송정[운교1리방면],Ungyo 1-ri Unsongjeong (to Ungyo 1-ri),127.682,36.6923,60,충청북도 청주시 상당구 미원면 운교리 323,"323, Ungyo-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5137,6,미원낭성139,미원낭성138,Y,운교1리운송정[그린실버홈방면],Ungyo 1ri Unsongjeong (to Green Silver Home),127.681842,36.692359,245,충청북도 청주시 상당구 미원면 운교리 247-4,"247-4 Ungyo-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5138,6,미원낭성140,미원낭성147,Y,운용리[운용리(소새울)방면],Unyong-ri (to Woon Yong-ri (So Sae-wool)),127.668731,36.678449,10,충청북도 청주시 상당구 미원면 운용리 354-1,"354-1 Unyeong-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5139,6,미원낭성141,미원낭성146,Y,운용리(소새울)[운용2리방면],Unyong-ri (So Sae-wool) (to Woon-yong 2-ri),127.6699,36.68243,15,충청북도 청주시 상당구 미원면 운용리 292-1,"292-1 Unyeong-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5140,6,미원낭성142,미원낭성145,Y,운용2리[그린실버홈방면],Undong 2-ri (to Green Silver Home),127.674816,36.68783,50,충청북도 청주시 상당구 미원면 운용리 134-1,"134-1 Unyeong-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5141,6,미원낭성143,미원낭성144,Y,그린실버홈[운교1리운송정방면],Green Silver Home (to Ungyo 1ri Unsongjeong),127.6788,36.69093,50,충청북도 청주시 상당구 미원면 운용리 88-3,"88-3 Unyeong-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5142,6,미원낭성144,미원낭성143,Y,그린실버홈[운용2리방면],Green Silver Home Unyong 2-ri),127.6787,36.69102,230,충청북도 청주시 상당구 미원면 운용리 85-1,"85-1 Unyeong-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5143,6,미원낭성145,미원낭성142,Y,운용2리[운용리(소새울)방면],Unyong 2-ri (to Unyong-ri (Sosaeul)),127.674714,36.687936,235,충청북도 청주시 상당구 미원면 운용리 134-1,"134-1 Unyeong-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5144,6,미원낭성146,미원낭성141,Y,운용리(소새울)[운용리방면],Unyong-ri (So Sae-wool) (to Unyong-ri),127.669726,36.68249,10,충청북도 청주시 상당구 미원면 운용리 292-1,"292-1 Unyeong-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5145,6,미원낭성147,미원낭성140,Y,운용리[중리낚시터방면],Unyong-ri (to Jung-ri fishing ground),127.66865,36.678721,190,충청북도 청주시 상당구 미원면 운용리 354-1,"354-1 Unyeong-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5146,6,미원낭성148,미원낭성153,Y,중리[중리1리방면],Jungli (to Jungli 1-ri),127.67336,36.658232,330,충청북도 청주시 상당구 미원면 중리 130,"130 Jung-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5147,6,미원낭성149,미원낭성152,Y,중리1리[중리낚시터방면],Jungri 1-ri (to Jungri Fishing Site),127.671888,36.661177,320,충청북도 청주시 상당구 미원면 중리 511,"511, Jung-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5148,6,미원낭성150,미원낭성151,Y,중리낚시터[운용리방면],Jungri Fishing Site (to Unyong-ri),127.667488,36.669792,0,충청북도 청주시 상당구 미원면 중리 436-1,"436-1 Jung-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5149,6,미원낭성151,미원낭성152,Y,중리낚시터[중리1리방면],Jungri Fishing Site (to Jungri 1-ri),127.667336,36.670004,175,충청북도 청주시 상당구 미원면 중리 487-19,"487-19 Jung-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5150,6,미원낭성152,미원낭성149,Y,중리1리[중리방면],Jungli 1-ri (to Jung-ri),127.671832,36.661029,315,충청북도 청주시 상당구 미원면 중리 104-4,"104-4 Jung-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5151,6,미원낭성153,미원낭성148,Y,중리[관음사방면],Jungli (to Gwaneumsa Temple),127.6731,36.658532,150,충청북도 청주시 상당구 미원면 중리 485,"485, Jung-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5152,6,미원낭성154,,N,큰덕골종점,Keundeokgol Terminus,127.6783,36.70648,290,충청북도 청주시 상당구 미원면 대덕리 354,"354 Daedeok-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5153,6,미원낭성155,,Y,미원1리 마을회관,Miwon 1-ri Village Hall,127.657401,36.636406,170,충청북도 청주시 상당구 미원면 미원초정로 5,"5, Miwonchojeong-ro, Miwon-myeon, Sangdang-gu",가상정류장,,2023-09-01,미원낭성
5154,6,미원낭성159,,N,미원6리 경로당 무더위쉼터,Miwon 6-ri Senior Citizens' Shelter,127.659271,36.630804,330,충청북도 청주시 상당구 미원면 미원시내3길 73,"73, Miwonsinae 3-gil, Miwon-myeon, Sangdang-gu",가상정류장,,2023-09-01,미원낭성
5157,6,미원낭성162,,N,중리1구경로회관,Jungli 1-gu Senior Citizens' Party,127.670626,36.659384,160,충청북도 청주시 상당구 미원면 원중리길 27,"27, Wonjungri-gil, Miwon-myeon, Sangdang-gu",가상정류장,,2023-09-01,미원낭성
5159,6,미원낭성164,,Y,구방1리(열티) 경로당,Gubang 1-ri (yeolti) per senior citizen,127.69304,36.664991,255,충청북도 청주시 상당구 미원면 단재로 2929,"2929 Danjae-ro, Miwon-myeon, Sangdang-gu",가상정류장,,2023-09-01,미원낭성
5162,6,미원낭성167,,Y,운교2리 경로당,Ungyo 2-ri senior citizen center,127.690495,36.695678,20,충청북도 청주시 상당구 미원면 운교길 70,"70, Ungyo-gil, Miwon-myeon, Sangdang-gu",가상정류장,,2023-09-01,미원낭성
5163,6,미원낭성168,,N,용곡1리 경로당 무더위쉼터,Yonggok 1-ri Senior Citizens’ Summer,127.644101,36.673691,95,충청북도 청주시 상당구 미원면 용곡1길 42,"42, Yonggok 1-gil, Miwon-myeon, Sangdang-gu",가상정류장,,2023-09-01,미원낭성
5164,6,미원낭성169,,N,용곡2구노인정,Yonggok 2-Gu Senior Citizens' Center,127.649702,36.678037,55,충청북도 청주시 상당구 미원면 용곡구방로 31,"31, Yonggokgubang-ro, Miwon-myeon, Sangdang-gu",가상정류장,,2023-09-01,미원낭성
5165,6,미원낭성170,,N,대신1리대동(텃골) 경로당,Daeshin 1 Ridae-dong Senior Citizens' Party,127.623325,36.691639,175,충청북도 청주시 상당구 미원면 대신길 15,"15 Daeshin-gil, Miwon-myeon, Sangdang-gu",가상정류장,,2023-09-01,미원낭성
5166,6,미원낭성171,,N,대신2리 경로당,Daeshin 2-ri senior citizen center,127.602153,36.690598,245,충청북도 청주시 상당구 미원면 대신1길 43,"43, Daeshin 1-gil, Miwon-myeon, Sangdang-gu",가상정류장,,2023-09-01,미원낭성
5167,6,미원낭성173,,N,기암1리 경로당 무더위쉼터,Giam 1-ri Senior Citizens’ Heat Shelter,127.638736,36.656594,230,충청북도 청주시 상당구 미원면 터기암1길 26-4,"26-4, Teogiam 1-gil, Miwon-myeon, Sangdang-gu",가상정류장,,2023-09-01,미원낭성
5171,6,미원낭성177,,N,성대1리경로당,Seongdae 1-ri Senior Citizens’ Hall,127.648557,36.620379,295,충청북도 청주시 상당구 미원면 성대1길 107,"107, Seongdae 1-gil, Miwon-myeon, Sangdang-gu",가상정류장,,2023-09-01,미원낭성
5173,6,미원낭성179,,N,성대3리 경로당 무더위쉼터,Seongdae 3-ri senior citizen shelter in the,127.650488,36.617744,355,충청북도 청주시 상당구 미원면 성대3길 115,"115, Seongdae 3-gil, Miwon-myeon, Sangdang-gu",가상정류장,,2023-09-01,미원낭성
5174,6,미원낭성180,미원낭성189,Y,계원[어암리계원교방면],Gyewon (to Eoam-ri Gyewongyo),127.753163,36.60861,5,충청북도 청주시 상당구 미원면 계원리 657-2,"657-2, Gyewon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5175,6,미원낭성181,미원낭성188,Y,계원리계당[계원방면],Gyewon-ri Gyedang (to Gyewon),127.750847,36.605976,40,충청북도 청주시 상당구 미원면 계원리 657-2,"657-2, Gyewon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5176,6,미원낭성182,미원낭성187,Y,계원리마을회관[계원리계당방면],Gyewon-ri Village Hall (to Gyewon-ri Gyedang),127.750209,36.604115,15,충청북도 청주시 상당구 미원면 계원리 326-16,"326-16, Gyewon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5177,6,미원낭성183,미원낭성186,Y,계원리[계원리마을회관방면],Gyewon-ri (to Gyewon-ri Village Hall),127.748706,36.601833,40,충청북도 청주시 상당구 미원면 계원리 산15-1,"San 15-1, Gyewon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5178,6,미원낭성184,,Y,두원종점,Duwon Terminus,127.747756,36.594866,270,충청북도 청주시 상당구 미원면 계원리 564-2,"564-2, Gyewon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
5179,6,미원낭성185,미원낭성190,Y,계원리[두원종점방면],Gyewon-ri (to Duwon terminus),127.746473,36.597527,185,충청북도 청주시 상당구 미원면 계원리 536-6,"536-6, Gyewon-ri, Miwon-myeon, Sangdang-gu",기존정류장,,2023-09-01,미원낭성
